address,furnish_type,apartment_type,bedrooms,bathrooms,rent
"Rotherhithe New Road, 
South Bermondsey, SE16",Furnished,Flat,2,2,"£2,500 pcm"
"Rotherhithe New Road, 
South Bermondsey, SE16",Furnished,Flat,2,2,"£2,500 pcm"
"Atkins Square, Dalston Lane, London, E8",Ask agent,Apartment,3,2,"£3,500 pcm"
"Atkins Square, Dalston Lane, London, E8",Ask agent,Apartment,3,2,"£3,500 pcm"
Quill Lane West Putney SW15,Furnished,Apartment,1,1,"£2,150 pcm"
Quill Lane West Putney SW15,Furnished,Apartment,1,1,"£2,150 pcm"
"Sandalwood Mansions, W8",Ask agent,Flat,1,1,"£3,012 pcm"
"Sandalwood Mansions, W8",Ask agent,Flat,1,1,"£3,012 pcm"
"Marsh Wall, Canary Wharf, E14 9GU – 1 Bedroom Flat",Furnished,Flat,1,1,"£2,817 pcm"
"Marsh Wall, Canary Wharf, E14 9GU – 1 Bedroom Flat",Furnished,Flat,1,1,"£2,817 pcm"
Parkhill Road Belsize Park NW3,Furnished,Apartment,2,1,"£2,850 pcm"
Parkhill Road Belsize Park NW3,Furnished,Apartment,2,1,"£2,850 pcm"
"Milton Road, Highgate, N6","Furnished or unfurnished, landlord is flexible",Apartment,2,1,"£2,050 pcm"
"Milton Road, Highgate, N6","Furnished or unfurnished, landlord is flexible",Apartment,2,1,"£2,050 pcm"
"Switch House West, Battersea Power Station",Furnished,Apartment,2,2,"£8,500 pcm"
"Switch House West, Battersea Power Station",Furnished,Apartment,2,2,"£8,500 pcm"
"Wilshire House,  Prospect Way, London",Unfurnished,Apartment,1,1,"£3,900 pcm"
"Wilshire House,  Prospect Way, London",Unfurnished,Apartment,1,1,"£3,900 pcm"
"Author King's Cross, York Way, London, N1","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£3,450 pcm"
"Author King's Cross, York Way, London, N1","Furnished or unfurnished, landlord is flexible",Apartment,1,1,"£3,450 pcm"
"Kings Avenue, London, SW4",Ask agent,Apartment,4,1,"£4,000 pcm"
"Kings Avenue, London, SW4",Ask agent,Apartment,4,1,"£4,000 pcm"
"Penfield Court, Colindale, NW9",Ask agent,Apartment,1,1,"£1,495 pcm"
"Penfield Court, Colindale, NW9",Ask agent,Apartment,1,1,"£1,495 pcm"
"Admiral House, London, SW1P",Furnished,Flat,1,1,"£1,837 pcm"
"Admiral House, London, SW1P",Furnished,Flat,1,1,"£1,837 pcm"
"Musgrove Road, London, SE14",Unfurnished,Flat,2,1,"£2,150 pcm"
"Musgrove Road, London, SE14",Unfurnished,Flat,2,1,"£2,150 pcm"
"Offord Road, London, N1",Furnished,House Share,1,1,"£1,000 pcm"
"Offord Road, London, N1",Furnished,House Share,1,1,"£1,000 pcm"
"Claverton Street, Pimlico",Furnished,Flat,2,2,"£3,142 pcm"
"Claverton Street, Pimlico",Furnished,Flat,2,2,"£3,142 pcm"
"The Ridgeway, Mill Hill",Ask agent,Flat,2,2,"£2,750 pcm"
"The Ridgeway, Mill Hill",Ask agent,Flat,2,2,"£2,750 pcm"
"Westminster Bridge Road, Westminster Bridge Road",Furnished,Flat,2,1,"£2,297 pcm"
"Westminster Bridge Road, Westminster Bridge Road",Furnished,Flat,2,1,"£2,297 pcm"
"Commercial Road, London, E1",Furnished,Apartment,1,1,"£1,950 pcm"
"Commercial Road, London, E1",Furnished,Apartment,1,1,"£1,950 pcm"
"Elms Crescent, Abbeville Village, Clapham, London, SW4 9LZ",Furnished,Flat,2,1,"£2,300 pcm"
"Elms Crescent, Abbeville Village, Clapham, London, SW4 9LZ",Furnished,Flat,2,1,"£2,300 pcm"
"Sterling Way, Caledonian Road, London",Ask agent,Flat,2,2,"£3,400 pcm"
"Sterling Way, Caledonian Road, London",Ask agent,Flat,2,2,"£3,400 pcm"
"Abell House, John Islip St, Westminster",Furnished,Flat,3,2,"£6,000 pcm"
"Abell House, John Islip St, Westminster",Furnished,Flat,3,2,"£6,000 pcm"
"3 Corsican Square, Bow, London",Ask agent,Flat,1,1,"£1,850 pcm"
"3 Corsican Square, Bow, London",Ask agent,Flat,1,1,"£1,850 pcm"
"Darwin Road, W5 ",Unfurnished,Flat,2,1,"£1,750 pcm"
"Darwin Road, W5 ",Unfurnished,Flat,2,1,"£1,750 pcm"
Cartwright Gardens,Furnished,Studio,,1,"£2,146 pcm"
Cartwright Gardens,Furnished,Studio,,1,"£2,146 pcm"
"The Foundry, Dereham Place, Shoreditch, London EC2A",Furnished,Apartment,3,2,"£5,500 pcm"
"The Foundry, Dereham Place, Shoreditch, London EC2A",Furnished,Apartment,3,2,"£5,500 pcm"
"No.4, Upper Riverside, Cutter Lane, Greenwich Peninsula, SE10",Furnished,Apartment,2,2,"£3,500 pcm"
"No.4, Upper Riverside, Cutter Lane, Greenwich Peninsula, SE10",Furnished,Apartment,2,2,"£3,500 pcm"
"Comeragh Mews, London, W14",Furnished,Terraced,3,2,"£3,375 pcm"
"Comeragh Mews, London, W14",Furnished,Terraced,3,2,"£3,375 pcm"
"Metcalfe Court, Greenwich, SE10",Furnished,Flat,2,1,"£2,000 pcm"
"Metcalfe Court, Greenwich, SE10",Furnished,Flat,2,1,"£2,000 pcm"
George Lane London SE13,Furnished,Flat,,1,"£1,400 pcm"
George Lane London SE13,Furnished,Flat,,1,"£1,400 pcm"
"Coniston Court, London, W2",Ask agent,Flat,1,1,"£2,817 pcm"
"Coniston Court, London, W2",Ask agent,Flat,1,1,"£2,817 pcm"
"Valetta Grove, London, Greater London, E13",Furnished,Terraced,3,2,"£2,300 pcm"
"Valetta Grove, London, Greater London, E13",Furnished,Terraced,3,2,"£2,300 pcm"
"Old Court House, 24 Old Court Place, Kensington, London, W8",Furnished,Apartment,4,2,"£5,850 pcm"
"Old Court House, 24 Old Court Place, Kensington, London, W8",Furnished,Apartment,4,2,"£5,850 pcm"
"Sky Gardens, Wandsworth Road, Nine Elms, SW8 ",Furnished,Apartment,1,1,"£2,600 pcm"
"Sky Gardens, Wandsworth Road, Nine Elms, SW8 ",Furnished,Apartment,1,1,"£2,600 pcm"
"Wendell Mews, Wendell Park, Shepherd's Bush, W12","Furnished or unfurnished, landlord is flexible",Terraced,3,3,"£3,250 pcm"
"Wendell Mews, Wendell Park, Shepherd's Bush, W12","Furnished or unfurnished, landlord is flexible",Terraced,3,3,"£3,250 pcm"
"The Bishops Avenue, Kenwood, N2",Ask agent,Apartment,2,2,"£10,998 pcm"
"The Bishops Avenue, Kenwood, N2",Ask agent,Apartment,2,2,"£10,998 pcm"
"Park Avenue, London, NW2",Furnished,Flat,2,1,"£2,232 pcm"
"Park Avenue, London, NW2",Furnished,Flat,2,1,"£2,232 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,2,2,"£4,182 pcm"
"Strathmore Court, Park Road, St Johns Wood, NW8",Ask agent,Flat,2,2,"£4,182 pcm"
"Manhattan Loft Gardens, 20 International Way, London",Furnished,Apartment,1,1,"£3,400 pcm"
"Manhattan Loft Gardens, 20 International Way, London",Furnished,Apartment,1,1,"£3,400 pcm"
"Redburn Street, Chelsea, SW3",Part furnished,Flat,2,1,"£5,417 pcm"
"Redburn Street, Chelsea, SW3",Part furnished,Flat,2,1,"£5,417 pcm"
"High Road Leyton, London",Unfurnished,Flat,2,1,"£1,750 pcm"
"High Road Leyton, London",Unfurnished,Flat,2,1,"£1,750 pcm"
"Hargraves House, White City Estate, London",Unfurnished,Apartment,3,1,"£2,400 pcm"
"Hargraves House, White City Estate, London",Unfurnished,Apartment,3,1,"£2,400 pcm"
"Godwin House, One Tower Bridge, SE1",Furnished,Apartment,1,1,"£3,467 pcm"
"Godwin House, One Tower Bridge, SE1",Furnished,Apartment,1,1,"£3,467 pcm"
"Castletown Road, London, W14",Furnished,House,1,1,"£1,300 pcm"
"Castletown Road, London, W14",Furnished,House,1,1,"£1,300 pcm"
"St Stephens Court,St Stephens Road, W13",Ask agent,Flat,2,2,"£2,250 pcm"
"St Stephens Court,St Stephens Road, W13",Ask agent,Flat,2,2,"£2,250 pcm"
"Beaufort Square, Colindale, NW9",Furnished,Apartment,2,2,"£2,600 pcm"
"Beaufort Square, Colindale, NW9",Furnished,Apartment,2,2,"£2,600 pcm"
"Tiller Road, Isle of Dogs",Furnished,Duplex,3,2,"£3,000 pcm"
"Tiller Road, Isle of Dogs",Furnished,Duplex,3,2,"£3,000 pcm"
"Bezier Apartments, 91 City Road, Old Street, London, EC1Y",Furnished,Apartment,2,2,"£3,683 pcm"
"Bezier Apartments, 91 City Road, Old Street, London, EC1Y",Furnished,Apartment,2,2,"£3,683 pcm"
"Ridge Hill, Golders Green",Unfurnished,Semi-Detached,1,1,"£1,750 pcm"
"Ridge Hill, Golders Green",Unfurnished,Semi-Detached,1,1,"£1,750 pcm"
"Vandervell Court, London, W3",Furnished,Flat,2,2,"£2,500 pcm"
"Vandervell Court, London, W3",Furnished,Flat,2,2,"£2,500 pcm"
"Chrisp Street, London, E14",Furnished,Flat,2,2,"£2,350 pcm"
"Chrisp Street, London, E14",Furnished,Flat,2,2,"£2,350 pcm"
"Radial Avenue, London, E14",Furnished,Flat,2,2,"£2,395 pcm"
"Radial Avenue, London, E14",Furnished,Flat,2,2,"£2,395 pcm"
"Radial Avenue, London, E14",Furnished,Flat,1,2,"£2,395 pcm"
"Radial Avenue, London, E14",Furnished,Flat,1,2,"£2,395 pcm"
"Temple Fortune Mansions, Temple Fortune",Unfurnished,Flat,,1,"£1,350 pcm"
"Temple Fortune Mansions, Temple Fortune",Unfurnished,Flat,,1,"£1,350 pcm"
"Apartment , Salisbury House,  Palmer Road, London",Furnished,Apartment,2,2,"£3,683 pcm"
"Apartment , Salisbury House,  Palmer Road, London",Furnished,Apartment,2,2,"£3,683 pcm"
"3 South Quay Square, E14",Furnished,Flat,2,2,"£2,800 pcm"
"3 South Quay Square, E14",Furnished,Flat,2,2,"£2,800 pcm"
"Alexandra Court, Little Venice, W9",Furnished,Apartment,2,1,"£2,817 pcm"
"Alexandra Court, Little Venice, W9",Furnished,Apartment,2,1,"£2,817 pcm"
"Squires Court, Abingdon Road, Finchley, N3",Part furnished,Apartment,2,1,"£1,625 pcm"
"Squires Court, Abingdon Road, Finchley, N3",Part furnished,Apartment,2,1,"£1,625 pcm"
"The Vabel Haverstock, Chalk Farm NW1",Furnished,Apartment,1,1,"£2,900 pcm"
"The Vabel Haverstock, Chalk Farm NW1",Furnished,Apartment,1,1,"£2,900 pcm"
"Barrhill Road, SW2",Part furnished,Flat,1,,"£1,900 pcm"
"Barrhill Road, SW2",Part furnished,Flat,1,,"£1,900 pcm"
"High Road, London, E15",Unfurnished,Flat,2,1,"£1,850 pcm"
"High Road, London, E15",Unfurnished,Flat,2,1,"£1,850 pcm"
"Duke Street, Mayfair, London, W1K","Furnished or unfurnished, landlord is flexible",Flat,2,2,"£12,567 pcm"
"Duke Street, Mayfair, London, W1K","Furnished or unfurnished, landlord is flexible",Flat,2,2,"£12,567 pcm"
"Whitworth Road, Woolwich Common, London SE18",Unfurnished,Terraced,4,1,"£2,400 pcm"
"Whitworth Road, Woolwich Common, London SE18",Unfurnished,Terraced,4,1,"£2,400 pcm"
"Bank Buildings, High Street, Harlesden, London NW10",Furnished,Apartment,1,1,"£1,650 pcm"
"Bank Buildings, High Street, Harlesden, London NW10",Furnished,Apartment,1,1,"£1,650 pcm"
"College Approach, Greenwich",Part furnished,Flat,2,1,"£2,349 pcm"
"College Approach, Greenwich",Part furnished,Flat,2,1,"£2,349 pcm"
"Lorne Road, N4 3RU",Furnished,Ground Flat,2,1,"£2,500 pcm"
"Lorne Road, N4 3RU",Furnished,Ground Flat,2,1,"£2,500 pcm"
"Chandelers Avenue, SE10",Furnished,Flat,1,1,"£2,000 pcm"
"Chandelers Avenue, SE10",Furnished,Flat,1,1,"£2,000 pcm"
"Kings Tower, Chelsea Creek, Fulham SW6",Furnished,Studio,,1,"£2,492 pcm"
"Kings Tower, Chelsea Creek, Fulham SW6",Furnished,Studio,,1,"£2,492 pcm"
"Southolm Street, Battersea SW11",Furnished,Flat,1,1,"£1,900 pcm"
"Southolm Street, Battersea SW11",Furnished,Flat,1,1,"£1,900 pcm"
West End Lane,Furnished,Ground Flat,2,2,"£3,500 pcm"
West End Lane,Furnished,Ground Flat,2,2,"£3,500 pcm"
"Dancer Road, Richmond",Part furnished,Detached,2,1,"£2,300 pcm"
"Dancer Road, Richmond",Part furnished,Detached,2,1,"£2,300 pcm"
"Kings Tower, Chelsea Creek, Fulham SW6",Furnished,Studio,,1,"£2,492 pcm"
"Kings Tower, Chelsea Creek, Fulham SW6",Furnished,Studio,,1,"£2,492 pcm"
"Southolm Street, Battersea SW11",Furnished,Flat,1,1,"£1,900 pcm"
"Southolm Street, Battersea SW11",Furnished,Flat,1,1,"£1,900 pcm"
West End Lane,Furnished,Ground Flat,2,2,"£3,500 pcm"
West End Lane,Furnished,Ground Flat,2,2,"£3,500 pcm"
"St Pauls Avenue, Willesden Green",Furnished,Flat,2,2,"£2,201 pcm"
"St Pauls Avenue, Willesden Green",Furnished,Flat,2,2,"£2,201 pcm"
"Cromwell Close, East Finchley",Unfurnished,Flat,2,1,"£1,750 pcm"
"Cromwell Close, East Finchley",Unfurnished,Flat,2,1,"£1,750 pcm"
"Forrester Way, London, E15",Furnished,Flat,1,1,"£2,200 pcm"
"Forrester Way, London, E15",Furnished,Flat,1,1,"£2,200 pcm"
"Goldney Road, Maida Vale W9",Furnished,Flat,1,1,"£2,150 pcm"
"Goldney Road, Maida Vale W9",Furnished,Flat,1,1,"£2,150 pcm"
"Nimrod Road, London, SW16",Unfurnished,Terraced,4,2,"£3,350 pcm"
"Nimrod Road, London, SW16",Unfurnished,Terraced,4,2,"£3,350 pcm"
"Crews Street, London, E14",Furnished,Flat,1,1,"£1,950 pcm"
"Crews Street, London, E14",Furnished,Flat,1,1,"£1,950 pcm"
"Colney Hatch Lane, London",Unfurnished,Flat,3,2,"£2,395 pcm"
"Colney Hatch Lane, London",Unfurnished,Flat,3,2,"£2,395 pcm"
"Waldegrave Road, Crystal Palace, London, SE19",Unfurnished,Maisonette,3,2,"£2,300 pcm"
"Waldegrave Road, Crystal Palace, London, SE19",Unfurnished,Maisonette,3,2,"£2,300 pcm"
"Manchuria Villas, London, SW4","Furnished or unfurnished, landlord is flexible",Terraced,3,1,"£2,900 pcm"
"Manchuria Villas, London, SW4","Furnished or unfurnished, landlord is flexible",Terraced,3,1,"£2,900 pcm"
"Essex Wharf, London, E5","Furnished or unfurnished, landlord is flexible",Flat,2,2,"£2,400 pcm"
"Essex Wharf, London, E5","Furnished or unfurnished, landlord is flexible",Flat,2,2,"£2,400 pcm"
"Poplar Court, London, E4",Unfurnished,Flat,2,1,"£1,650 pcm"
"Poplar Court, London, E4",Unfurnished,Flat,2,1,"£1,650 pcm"
"Holst House, London, W12",Furnished,Flat,2,1,"£2,700 pcm"
"Holst House, London, W12",Furnished,Flat,2,1,"£2,700 pcm"
"Beatrix House, London, SW5",Furnished,Flat,2,2,"£3,679 pcm"
"Beatrix House, London, SW5",Furnished,Flat,2,2,"£3,679 pcm"
"Roan Street, Greenwich",Unfurnished,House,2,1,"£2,102 pcm"
"Roan Street, Greenwich",Unfurnished,House,2,1,"£2,102 pcm"
"Heritage Tower, 118 East Ferry Road, Canary Wharf, London, E14",Furnished,Apartment,1,1,"£2,400 pcm"
"Heritage Tower, 118 East Ferry Road, Canary Wharf, London, E14",Furnished,Apartment,1,1,"£2,400 pcm"
"Chapter Road, London, NW2",Furnished,Apartment,3,2,"£2,700 pcm"
"Chapter Road, London, NW2",Furnished,Apartment,3,2,"£2,700 pcm"
"Haven Green Court, London, W5",Furnished,Flat,4,1,"£3,325 pcm"
"Haven Green Court, London, W5",Furnished,Flat,4,1,"£3,325 pcm"
"Edgware Road, W2",Furnished,Apartment,1,1,"£3,033 pcm"
"Edgware Road, W2",Furnished,Apartment,1,1,"£3,033 pcm"
"Gresley Road, London, N19",Unfurnished,Flat,1,1,"£1,850 pcm"
"Gresley Road, London, N19",Unfurnished,Flat,1,1,"£1,850 pcm"
"Mono Tower, Penn Street, N1",Furnished,Apartment,2,2,"£3,000 pcm"
"Mono Tower, Penn Street, N1",Furnished,Apartment,2,2,"£3,000 pcm"
"South Audley Street, London, W1K",Furnished,Apartment,3,2,"£13,000 pcm"
"South Audley Street, London, W1K",Furnished,Apartment,3,2,"£13,000 pcm"
